"","ID","Name","Nationality","Club_Joining","Contract_Expiry","Rating","Height","Preffered_Foot","Birth_Date","Age","Work_Rate","Weight"
"251",251,"Séamus Coleman","Republic Of Ireland",2009-02-04,2019,82,177,"Right",1988-10-11,28,"High / High",77
"252",252,"Javier Hernández","Mexico",2015-08-31,2018,82,175,"Right",1988-06-01,28,"Medium / Low",73
"253",253,"Beñat","Spain",2013-06-26,2018,82,175,"Right",1987-02-19,29,"Medium / Medium",72
"254",254,"Lars Bender","Germany",2009-08-18,2019,82,185,"Right",1989-04-27,27,"High / High",80
"255",255,"Axel Witsel","Belgium",2017-01-03,2019,82,186,"Right",1989-01-12,27,"Medium / Medium",73
"256",256,"Morgan Schneiderlin","France",2017-01-12,2021,82,185,"Right",1989-11-08,27,"Medium / High",75
"257",257,"Kevin Mirallas","Belgium",2012-08-19,2018,82,182,"Right",1987-10-05,29,"High / Medium",70
"258",258,"Carlos Vela","Mexico",2012-07-01,2018,82,177,"Left",1989-03-01,27,"High / Low",75
"259",259,"Emiliano Viviano","Italy",2016-06-30,2021,82,195,"Left",1985-12-01,31,"Medium / Medium",90
"260",260,"Antonio Valencia","Ecuador",2009-06-30,2018,82,181,"Right",1985-08-04,31,"High / Medium",78
"261",261,"Gonzalo Castro","Germany",2015-07-01,2020,82,172,"Right",1987-06-11,29,"Medium / Medium",74
"262",262,"Falcao","Colombia",2013-07-01,2018,82,177,"Right",1986-02-10,30,"High / Medium",72
"263",263,"Diego Alves","Brazil",2011-07-01,2019,82,187,"Left",1985-06-24,31,"Medium / Medium",83
"264",264,"Andrea Consigli","Italy",2014-09-01,2018,82,189,"Right",1987-01-27,29,"Medium / Medium",82
"265",265,"João Moutinho","Portugal",2013-07-01,2018,82,170,"Right",1986-09-08,30,"High / Medium",61
"266",266,"Moussa Dembélé","Belgium",2012-08-01,2019,82,185,"Left",1987-07-16,29,"Medium / Medium",88
"267",267,"Michael Krohn-Dehli","Denmark",2015-06-25,2017,82,170,"Right",1983-06-06,33,"Medium / Medium",68
"268",268,"Loïc Perrin","France",2004-12-10,2018,82,181,"Right",1985-08-07,31,"Medium / Medium",80
"269",269,"Lucas Biglia","Argentina",2013-07-20,2018,82,178,"Right",1986-01-30,30,"Medium / High",63
"270",270,"Benoît Costil","France",2011-06-14,2017,82,188,"Right",1987-07-03,29,"Medium / Medium",86
"271",271,"Raúl Albiol","Spain",2013-07-21,2020,82,190,"Right",1985-09-04,31,"Low / Medium",82
"272",272,"Mario Gómez","Germany",2016-08-17,2019,82,189,"Right",1985-07-10,31,"High / Medium",88
"273",273,"Gabi","Spain",2011-07-01,2018,82,180,"Right",1983-07-10,33,"Medium / High",74
"274",274,"Diego López","Spain",2014-08-13,2018,82,196,"Right",1981-11-03,35,"Medium / Medium",89
"275",275,"Raffael","Brazil",2013-07-01,2019,82,174,"Right",1985-03-28,31,"High / Medium",69
"276",276,"Alejandro Gómez","Argentina",2014-09-02,2020,82,165,"Right",1988-02-15,28,"High / Medium",68
"277",277,"Gonzalo Rodríguez","Argentina",2012-08-03,2017,82,182,"Right",1984-04-10,32,"Medium / High",79
"278",278,"Vincent Enyeama","Nigeria",2011-01-01,2019,82,182,"Right",1982-08-29,34,"Medium / Medium",87
"279",279,"Kaká","Brazil",2014-07-01,2017,82,186,"Right",1982-04-22,34,"High / Medium",83
"280",280,"Fernandinho","Brazil",2013-07-01,2018,82,179,"Right",1985-05-04,31,"Medium / High",67
"281",281,"David Villa","Spain",2014-07-01,2017,82,175,"Right",1981-12-03,35,"High / Low",69
"282",282,"Victor Valdés","Spain",2016-07-08,2018,82,183,"Right",1982-01-14,34,"Medium / Medium",78
"283",283,"Per Mertesacker","Germany",2011-08-31,2018,82,198,"Right",1984-09-29,32,"Low / Medium",90
"284",284,"Patrice Evra","France",2017-01-26,2018,82,174,"Left",1981-05-15,35,"Medium / High",76
"285",285,"Xabi Alonso","Spain",2014-08-29,2017,82,183,"Right",1981-11-25,35,"Low / Low",80
"286",286,"Michael Carrick","England",2006-08-31,2017,82,188,"Right",1981-07-28,35,"Low / High",74
"287",287,"Andrea Pirlo","Italy",2015-07-06,2023,82,177,"Right",1979-05-19,37,"Low / Low",68
"288",288,"Casillas","Spain",2015-07-12,2017,82,185,"Left",1981-05-20,35,"Medium / Medium",84
"289",289,"Ousmane Dembélé","France",2016-07-01,2021,81,178,"Left",1997-05-15,19,"High / Low",67
"290",290,"Corentin Tolisso","France",2013-08-01,2020,81,181,"Right",1994-08-03,22,"High / Medium",78
"291",291,"Marcelo Brozovic","Croatia",2016-07-01,2019,81,181,"Right",1992-11-16,24,"High / Medium",68
"292",292,"Federico Bernardeschi","Italy",2011-07-01,2019,81,183,"Left",1994-02-16,22,"High / Medium",75
"293",293,"Niklas Süle","Germany",2013-05-11,2019,81,195,"Right",1995-09-03,21,"Medium / Medium",95
"294",294,"Domenico Berardi","Italy",2012-07-01,2019,81,183,"Left",1994-08-01,22,"High / Medium",72
"295",295,"Morgan Sanson","France",2017-01-18,2021,81,180,"Right",1994-08-18,22,"High / Medium",72
"296",296,"Samu Castillejo","Spain",2015-07-01,2020,81,182,"Left",1995-01-18,21,"Medium / High",67
"297",297,"Adrien Rabiot","France",2012-07-02,2019,81,188,"Left",1995-04-03,21,"High / Medium",71
"298",298,"Leon Goretzka","Germany",2013-07-02,2018,81,189,"Right",1995-02-06,21,"High / High",79
"299",299,"Quincy Promes","Netherlands",2014-08-08,2021,81,174,"Right",1992-01-04,24,"High / Low",70
"300",300,"Andrea Belotti","Italy",2015-08-17,2021,81,181,"Right",1993-12-20,23,"High / High",72
"301",301,"Jonas Hector","Germany",2012-02-25,2021,81,185,"Left",1990-05-27,26,"Medium / Medium",75
"302",302,"Mateo Kovacic","Croatia",2015-08-19,2021,81,178,"Right",1994-05-06,22,"High / Medium",77
"303",303,"Sergio Rico","Spain",2012-07-01,2019,81,194,"Right",1993-09-01,23,"Medium / Medium",88
"304",304,"Oleg Shatov","Russia",2013-08-14,2020,81,173,"Right",1990-07-29,26,"High / Medium",73
"305",305,"Jorginho","Italy",2014-01-18,2020,81,180,"Right",1991-12-20,25,"Medium / Medium",65
"306",306,"Florian Thauvin","France",2015-08-19,2020,81,179,"Left",1993-01-26,23,"High / Medium",70
"307",307,"Michy Batshuayi","Belgium",2016-07-04,2021,80,185,"Right",1993-10-02,23,"Medium / Low",78
"308",308,"Iñigo Martínez","Spain",2011-08-01,2021,81,181,"Left",1991-05-17,25,"Medium / Medium",77
"309",309,"Suso","Spain",2015-01-17,2019,81,176,"Left",1993-11-19,23,"Medium / Medium",70
"310",310,"Deulofeu","Spain",2015-07-01,2018,81,179,"Right",1994-03-13,22,"High / Low",73
"311",311,"Felipe Anderson","Brazil",2013-07-09,2020,81,175,"Right",1993-04-15,23,"High / High",70
"312",312,"Jasper Cillessen","Netherlands",2016-08-25,2021,81,185,"Right",1989-04-22,27,"Medium / Medium",83
"313",313,"Wissam Ben Yedder","France",2016-07-30,2021,81,170,"Right",1990-08-12,26,"High / High",68
"314",314,"Lucas Pérez","Spain",2016-08-30,2020,81,180,"Left",1988-09-10,28,"High / Medium",73
"315",315,"Ross Barkley","England",2010-12-08,2018,81,189,"Right",1993-12-05,23,"Medium / Medium",76
"316",316,"Cédric Bakambu","Dr Congo",2015-08-20,2020,81,182,"Right",1991-04-11,25,"Medium / Medium",73
"317",317,"Bartra","Spain",2016-07-01,2020,81,184,"Right",1991-01-15,25,"High / Medium",73
"318",318,"André Schürrle","Germany",2016-08-01,2021,81,184,"Right",1990-11-06,26,"High / High",74
"319",319,"Roberto Pereyra","Argentina",2016-08-19,2021,81,182,"Right",1991-01-07,25,"High / High",77
"320",320,"Mario Gaspar","Spain",2008-07-01,2022,81,182,"Right",1990-11-24,26,"High / Medium",74
"321",321,"Fabián Orellana","Chile",2013-01-01,2019,81,171,"Right",1986-01-27,30,"High / Medium",70
"322",322,"Lukáš Hrádecký","Finland",2015-08-07,2018,81,190,"Right",1989-11-24,27,"Medium / Medium",80
"323",323,"Daley Blind","Netherlands",2014-09-01,2018,81,180,"Left",1990-03-09,26,"Medium / High",72
"324",324,"De Marcos","Spain",2009-07-01,2019,81,180,"Right",1989-04-14,27,"High / Medium",76
"325",325,"Wilfried Bony","Ivory Coast",2015-01-14,2019,81,182,"Right",1988-12-10,28,"Medium / Low",90
"326",326,"Iturraspe","Spain",2008-07-01,2019,81,187,"Right",1989-03-08,27,"High / Medium",75
"327",327,"Parejo","Spain",2011-07-01,2020,81,180,"Right",1989-04-16,27,"Medium / Medium",75
"328",328,"Salomón Rondón","Venezuela",2015-08-10,2019,81,189,"Right",1989-09-16,27,"High / Medium",85
"329",329,"Daniel Carriço","Portugal",2014-06-23,2018,81,180,"Right",1988-08-04,28,"Medium / Medium",80
"330",330,"Bas Dost","Netherlands",2016-08-28,2020,81,196,"Right",1989-05-31,27,"Medium / Low",78
"331",331,"James Mccarthy","Republic Of Ireland",2013-09-02,2020,81,180,"Right",1990-11-12,26,"Medium / High",72
"332",332,"Camacho","Spain",2010-12-28,2019,81,182,"Right",1990-05-04,26,"Medium / High",75
"333",333,"Paulinho","Brazil",2015-07-02,2019,81,182,"Right",1988-07-25,28,"Medium / Medium",77
"334",334,"Alan Dzagoev","Russia",2008-01-01,2019,81,179,"Right",1990-06-17,26,"High / High",75
"335",335,"Igor Smolnikov","Russia",2013-08-13,2020,81,178,"Right",1988-08-08,28,"Medium / Medium",70
"336",336,"Lars Stindl","Germany",2015-07-01,2020,81,181,"Right",1988-08-26,28,"High / Medium",80
"337",337,"Mario Balotelli","Italy",2016-09-01,2018,81,189,"Right",1990-08-12,26,"Low / Low",88
"338",338,"Wojciech Szczesny","Poland",2008-07-01,2018,81,196,"Right",1990-04-18,26,"Medium / Medium",84
"339",339,"Nikola Kalinic","Croatia",2015-08-18,2019,81,187,"Right",1988-01-05,28,"High / High",80
"340",340,"Mikel San José","Spain",2010-07-01,2020,81,186,"Right",1989-05-30,27,"Medium / Medium",77
"341",341,"Christian Benteke","Belgium",2016-08-20,2020,81,190,"Right",1990-12-03,26,"Medium / Medium",83
"342",342,"Marco Parolo","Italy",2014-07-01,2020,81,184,"Right",1985-01-25,31,"High / Medium",75
"343",343,"Ljubomir Fejsa","Serbia",2013-08-24,2019,81,185,"Right",1988-08-14,28,"Low / High",80
"344",344,"Martín Cáceres","Uruguay",2017-02-16,2017,81,180,"Right",1987-04-07,29,"Medium / High",78
"345",345,"Georginio Wijnaldum","Netherlands",2016-07-26,2021,81,175,"Right",1990-11-11,26,"High / High",74
"346",346,"Federico Fazio","Argentina",2014-08-27,2018,81,195,"Right",1987-03-17,29,"Medium / Medium",85
"347",347,"Simon Kjær","Denmark",2015-06-17,2019,81,189,"Right",1989-03-26,27,"Low / High",90
"348",348,"Loïc Rémy","France",2014-08-31,2018,81,185,"Right",1987-01-02,29,"Medium / Medium",80
"349",349,"Miguel Layún","Mexico",2016-01-01,2020,81,179,"Right",1988-06-25,28,"High / High",69
"350",350,"Adán","Spain",2014-01-27,2019,81,191,"Left",1987-05-13,29,"Medium / Medium",88
"351",351,"Benoît Trémoulinas","France",2014-08-26,2017,81,172,"Left",1985-12-28,31,"High / Medium",65
"352",352,"Sven Bender","Germany",2009-07-01,2021,81,186,"Right",1989-04-27,27,"Medium / High",78
"353",353,"Mathieu Valbuena","France",2015-08-11,2018,81,167,"Right",1984-09-28,32,"Medium / Medium",58
"354",354,"Bojan","Spain",2014-07-22,2020,81,170,"Right",1990-08-28,26,"High / Low",65
"355",355,"Augusto Fernández","Argentina",2016-01-04,2019,81,177,"Right",1986-04-10,30,"Medium / Medium",71
"356",356,"Antonio Candreva","Italy",2016-08-03,2020,81,180,"Right",1987-02-28,29,"High / Medium",70
"357",357,"Davide Astori","Italy",2015-08-04,2019,81,188,"Left",1987-01-07,29,"Low / High",80
"358",358,"Raúl García","Spain",2015-08-31,2019,81,184,"Right",1986-07-11,30,"High / Medium",81
"359",359,"Giovani Dos Santos","Mexico",2015-07-16,2023,81,175,"Left",1989-05-11,27,"High / Low",74
"360",360,"Erik Lamela","Argentina",2013-08-30,2018,81,181,"Left",1992-03-04,24,"Medium / High",80
"361",361,"Ryan Shawcross","England",2008-01-17,2018,81,191,"Right",1987-10-04,29,"Medium / High",76
"362",362,"Danny Rose","England",2007-07-01,2021,81,174,"Left",1990-07-02,26,"Medium / High",76
"363",363,"Renato Augusto","Brazil",2016-02-10,2023,81,186,"Right",1988-02-08,28,"Medium / Medium",85
"364",364,"Martin Škrtel","Slovakia",2016-07-15,2019,81,191,"Right",1984-12-15,32,"Medium / High",81
"365",365,"Theo Walcott","England",2006-01-20,2019,81,176,"Right",1989-03-16,27,"Medium / Medium",68
"366",366,"Bacary Sagna","France",2014-07-01,2017,81,176,"Right",1983-02-14,33,"High / Medium",72
"367",367,"Dante","Brazil",2016-08-23,2019,81,188,"Left",1983-10-18,33,"Medium / Medium",87
"368",368,"Salomon Kalou","Ivory Coast",2014-08-31,2019,81,184,"Right",1985-08-05,31,"Medium / Low",77
"369",369,"André-Pierre Gignac","France",2015-06-18,2019,81,187,"Right",1985-12-05,31,"Medium / Medium",89
"370",370,"Lukas Podolski","Germany",2015-07-04,2018,81,182,"Left",1985-06-04,31,"Medium / Low",83
"371",371,"Negredo","Spain",2015-07-01,2019,81,186,"Left",1985-08-20,31,"Medium / Medium",82
"372",372,"Pablo Zabaleta","Argentina",2008-08-31,2017,81,178,"Right",1985-01-16,31,"High / High",74
"373",373,"Darijo Srna","Croatia",2003-07-01,2021,81,178,"Right",1982-05-01,34,"High / High",72
"374",374,"Cédric Carrasso","France",2009-07-01,2017,81,187,"Right",1981-12-30,35,"Medium / Medium",93
"375",375,"Rubén Castro","Spain",2010-08-02,2019,81,174,"Right",1981-06-27,35,"Medium / Low",72
"376",376,"Jérémy Mathieu","France",2014-07-23,2018,81,189,"Left",1983-10-29,33,"High / Medium",84
"377",377,"Carlos Idriss Kameni","Cameroon",2012-01-13,2020,81,186,"Right",1984-02-18,32,"Medium / Medium",86
"378",378,"Moyá Na","Spain",2014-06-04,2018,81,189,"Right",1984-04-02,32,"Medium / Medium",82
"379",379,"Rune Almenning Jarstein","Norway",2014-01-01,2019,81,190,"Right",1984-09-29,32,"Medium / Medium",82
"380",380,"Jermain Defoe","England",2015-01-16,2019,81,170,"Right",1982-10-07,34,"Medium / Low",70
"381",381,"Thiago Motta","Italy",2012-01-01,2017,81,187,"Left",1982-08-28,34,"Medium / Medium",83
"382",382,"Fernando Torres","Spain",2016-07-04,2017,81,186,"Right",1984-03-20,32,"Medium / Medium",78
"383",383,"Júlio César","Brazil",2014-08-19,2018,81,186,"Left",1979-09-03,37,"Medium / Medium",79
"384",384,"Didier Drogba","Ivory Coast",NA,2019,81,189,"Right",1978-03-11,38,"Medium / Low",80
"385",385,"Danny Na","Portugal",2008-08-26,2017,81,178,"Right",1983-08-07,33,"High / Medium",70
"386",386,"John Terry","England",1998-10-28,2017,81,187,"Right",1980-12-07,36,"Medium / High",90
"387",387,"Samuel Eto'o","Cameroon",2015-07-01,2018,81,179,"Right",1981-03-10,35,"High / Low",75
"388",388,"Tiago","Portugal",2011-07-17,2017,81,183,"Right",1981-05-02,35,"Medium / Medium",71
"389",389,"Gelson Martins","Portugal",2014-07-01,2022,80,173,"Right",1995-05-11,21,"High / Medium",67
"390",390,"Leroy Sané","Germany",2016-08-02,2021,80,184,"Left",1996-01-11,20,"High / Medium",76
"391",391,"Julian Weigl","Germany",2015-07-01,2021,81,186,"Right",1995-09-08,21,"Medium / Medium",71
"392",392,"Nabil Fekir","France",2013-07-01,2020,80,173,"Left",1993-07-18,23,"Medium / Low",76
"393",393,"Jean Michaël Seri","Ivory Coast",2015-07-01,2019,80,168,"Right",1991-07-19,25,"High / High",65
"394",394,"Williams","Spain",2012-08-01,2021,80,186,"Right",1994-06-15,22,"High / High",77
"395",395,"Marco Sportiello","Italy",2012-06-22,2020,80,192,"Right",1992-05-10,24,"Medium / Medium",87
"396",396,"Keita Baldé Diao","Senegal",2013-07-01,2018,80,184,"Right",1995-03-08,21,"High / Low",80
"397",397,"Nikola Maksimovic","Serbia",2014-07-01,2020,80,193,"Right",1991-11-25,25,"Medium / High",82
"398",398,"Thomas Lemar","France",2015-06-27,2020,80,170,"Left",1995-11-12,21,"High / Medium",58
"399",399,"Kingsley Coman","France",2014-07-01,2019,80,178,"Right",1996-06-13,20,"Medium / Low",71
"400",400,"Alisson","Brazil",2016-07-06,2021,80,191,"Right",1992-10-02,24,"Medium / Medium",91
"401",401,"Joshua Kimmich","Germany",2015-07-01,2020,80,176,"Right",1995-02-08,21,"Medium / Medium",70
"402",402,"Julian Brandt","Germany",2014-01-01,2019,80,183,"Right",1996-05-02,20,"Medium / Medium",82
"403",403,"Sofiane Boufal","Morocco",2016-08-29,2021,80,170,"Right",1993-09-17,23,"High / Low",60
"404",404,"Bruma","Portugal",2013-09-03,2018,80,173,"Right",1994-10-24,22,"High / High",66
"405",405,"Daniele Rugani","Italy",2015-02-04,2021,80,190,"Right",1994-07-29,22,"Low / Medium",81
"406",406,"Raphaël Guerreiro","Portugal",2016-07-01,2020,80,170,"Left",1993-12-22,23,"Medium / Medium",67
"407",407,"Fabinho","Brazil",2012-07-01,2021,80,188,"Right",1993-10-23,23,"Medium / Medium",78
"408",408,"Jamie Vardy","England",2012-05-01,2020,81,178,"Right",1987-01-11,29,"High / High",76
"409",409,"Hakim Ziyech","Morocco",2016-08-30,2021,80,180,"Left",1993-03-19,23,"High / Medium",70
"410",410,"Emil Forsberg","Sweden",2015-01-07,2022,80,179,"Right",1991-10-23,25,"High / Medium",78
"411",411,"Saúl","Spain",2012-05-01,2021,80,181,"Left",1994-11-21,22,"Medium / High",70
"412",412,"Felipe Na","Brazil",2016-07-01,2021,80,185,"Right",1989-05-16,27,"Medium / Medium",77
"413",413,"Taras Stepanenko","Ukraine",2010-07-01,2020,80,181,"Left",1989-08-08,27,"Medium / High",76
"414",414,"Luke Shaw","England",2014-06-27,2018,80,185,"Left",1995-07-12,21,"High / Medium",75
"415",415,"Leo Baptistao","Brazil",2016-07-09,2021,80,181,"Right",1992-08-26,24,"Medium / Medium",72
"416",416,"Antonio Rüdiger","Germany",2016-06-30,2020,80,190,"Right",1993-03-03,23,"Medium / High",85
"417",417,"Matija Nastasic","Serbia",2015-01-14,2019,80,188,"Left",1993-03-28,23,"Low / High",83
"418",418,"Denis Suárez","Spain",2016-07-04,2020,80,181,"Right",1994-01-06,22,"Medium / Medium",72
"419",419,"Kurt Zouma","France",2014-01-31,2019,80,190,"Right",1994-10-27,22,"Medium / Medium",85
"420",420,"John Brooks","United States",2011-07-01,2019,80,193,"Left",1993-01-28,23,"Medium / Medium",78
"421",421,"Héctor Bellerín","Spain",2014-07-01,2023,80,178,"Right",1995-03-19,21,"High / Medium",74
"422",422,"Thorgan Hazard","Belgium",2015-07-01,2019,80,174,"Right",1993-03-29,23,"High / Medium",69
"423",423,"Davy Klaassen","Netherlands",2009-07-01,2019,80,179,"Right",1993-02-21,23,"High / High",70
"424",424,"Valère Germain","France",2011-07-01,2018,80,180,"Right",1990-04-17,26,"High / Medium",73
"425",425,"Paul-Georges Ntep","France",2017-01-09,2021,80,180,"Right",1992-07-29,24,"High / Medium",82
"426",426,"Layvin Kurzawa","France",2015-08-27,2020,80,182,"Left",1992-09-04,24,"High / Medium",74
"427",427,"Rafinha","Brazil",2014-07-03,2020,80,174,"Left",1993-02-12,23,"Medium / Medium",71
"428",428,"Jeison Murillo","Colombia",2015-07-03,2020,80,182,"Right",1992-05-27,24,"Medium / High",78
"429",429,"Riccardo Saponara","Italy",2015-07-01,2018,80,184,"Right",1991-12-21,25,"High / Medium",73
"430",430,"Djibril Sidibé","France",2016-07-09,2021,80,182,"Right",1992-07-29,24,"High / High",71
"431",431,"Nacho Fernández","Spain",2010-08-01,2021,80,179,"Right",1990-01-18,26,"Medium / Medium",75
"432",432,"Josip Ilicic","Slovenia",2013-07-23,2017,80,190,"Left",1988-01-29,28,"Medium / Medium",79
"433",433,"Kevin Volland","Germany",2016-07-01,2021,80,179,"Left",1992-07-30,24,"High / High",75
"434",434,"Allan","Brazil",2015-07-22,2019,80,175,"Right",1991-01-08,25,"Medium / High",74
"435",435,"Pablo Hernández","Chile",2014-06-29,2020,80,185,"Left",1986-10-24,30,"High / Low",81
"436",436,"Sergi Roberto","Spain",2010-11-10,2019,80,178,"Right",1992-02-07,24,"Medium / Medium",71
"437",437,"Wilfried Zaha","Ivory Coast",2015-02-02,2020,80,180,"Right",1992-11-10,24,"Medium / Medium",66
"438",438,"Manolo Gabbiadini","Italy",2017-01-31,2021,80,186,"Left",1991-11-26,25,"High / Low",81
"439",439,"Josuha Guilavogui","France",2016-05-17,2019,80,187,"Right",1990-09-19,26,"Medium / High",77
"440",440,"Patrick Herrmann","Germany",2010-07-01,2019,80,179,"Right",1991-02-12,25,"Medium / Medium",70
"441",441,"Sebastián Coates","Uruguay",2017-01-31,2022,80,196,"Right",1990-10-07,26,"Medium / Medium",92
"442",442,"Oguzhan Özyakup","Turkey",2012-06-08,2018,80,180,"Right",1992-09-23,24,"Medium / Medium",75
"443",443,"Yaroslav Rakitskyi","Ukraine",2009-08-01,2018,80,180,"Left",1989-08-03,27,"High / Medium",70
"444",444,"Phil Jones","England",2011-07-01,2019,80,185,"Right",1992-02-21,24,"Medium / High",71
"445",445,"Adrián","Spain",2013-07-01,2017,80,188,"Right",1987-01-31,29,"Medium / Medium",77
"446",446,"Neto","Brazil",2015-07-03,2019,80,192,"Right",1989-07-19,27,"Medium / Medium",84
"447",447,"Hugo Mallo","Spain",2009-07-01,2021,80,173,"Right",1991-06-22,25,"High / Medium",69
"448",448,"Daniel Didavi","Germany",2016-07-01,2021,80,180,"Left",1990-02-21,26,"Medium / Medium",78
"449",449,"Younès Belhanda","Morocco",2013-06-30,2018,80,177,"Right",1990-02-25,26,"Medium / Medium",75
"450",450,"Oliver Baumann","Germany",2014-07-01,2021,80,187,"Right",1990-06-02,26,"Medium / Medium",82
"451",451,"Mário Fernandes","Russia",2012-07-01,2019,80,187,"Right",1990-09-19,26,"High / High",80
"452",452,"Roberto Soriano","Italy",2016-08-02,2021,80,182,"Right",1991-02-08,25,"Medium / Medium",76
"453",453,"Jesús Corona","Mexico",2015-08-31,2020,80,173,"Right",1993-01-06,23,"High / Medium",62
